"","SRR8507541.count","SRR8507542.count","SRR8507543.count","SRR8507544.count","SRR8507545.count","SRR8507546.count","SRR8507547.count","SRR8507548.count","SRR8507549.count","SRR8507550.count","SRR8507551.count","SRR8507552.count"
"hsa-miR-484",35,34,75,49,51,93,65,42,411,627,113,90
"hsa-miR-485-3p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-485-5p",1,0,1,0,0,1,0,0,1,0,0,0
"hsa-miR-486-3p",0,0,0,0,0,0,0,0,4,10,2,2
"hsa-miR-486-5p",1,0,3,0,0,0,0,0,0,0,0,0
"hsa-miR-487a-3p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-487a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-487b-3p",228,197,246,202,238,419,339,221,48,25,148,89
"hsa-miR-487b-5p",34,39,47,56,163,189,137,91,118,117,30,29
"hsa-miR-488-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-488-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-489-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-489-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-490-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-490-5p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-491-3p",1,1,1,0,3,0,0,0,0,0,0,0
"hsa-miR-491-5p",13,7,11,14,7,8,7,5,3,0,5,5
"hsa-miR-492",0,1,0,0,1,0,0,0,0,0,0,0
"hsa-miR-493-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-493-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-494-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-494-5p",0,0,1,0,1,0,0,0,0,0,0,0
"hsa-miR-495-3p",0,0,0,0,1,0,2,0,0,0,0,0
"hsa-miR-495-5p",1,1,0,0,0,1,0,0,0,1,0,0
"hsa-miR-496",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-497-3p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-497-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-498-3p",58,45,67,41,186,495,298,179,120,139,40,33
"hsa-miR-498-5p",0,0,1,0,0,10,4,6,4,5,0,1
"hsa-miR-4999-3p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4999-5p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-499a-3p",0,5,4,1,1,7,9,3,7,9,5,3
"hsa-miR-499a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-499b-3p",31,33,44,34,30,57,23,16,115,107,34,16
"hsa-miR-499b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5000-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5000-5p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-5001-3p",0,0,0,0,0,0,0,0,0,1,0,1
"hsa-miR-5001-5p",1,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-5002-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5002-5p",0,2,2,2,1,1,1,5,6,4,1,2
"hsa-miR-5003-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5003-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-5004-3p",92,68,69,89,173,261,191,111,314,331,89,100
"hsa-miR-5004-5p",31,48,52,51,178,206,143,98,63,58,28,25
"hsa-miR-5006-3p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-5006-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-5007-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5007-5p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-5008-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5008-5p",0,0,0,0,1,0,0,1,0,2,0,0
"hsa-miR-5009-3p",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5009-5p",1,1,0,0,0,4,1,0,1,0,0,0
"hsa-miR-500a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-500a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-500b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-500b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-501-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-501-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5010-3p",0,0,0,0,0,1,2,0,0,0,0,0
"hsa-miR-5010-5p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-5011-3p",0,0,0,1,0,2,0,0,1,0,0,0
"hsa-miR-5011-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-502-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-502-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-503-3p",98,64,110,105,156,216,116,66,243,283,101,66
"hsa-miR-503-5p",560,468,553,442,528,940,939,703,560,615,536,398
"hsa-miR-504-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-504-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5047",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-505-3p",0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-505-5p",0,0,0,0,5,0,0,0,0,0,0,0
"hsa-miR-506-3p",0,1,0,0,0,2,0,0,0,0,0,0
"hsa-miR-506-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-507",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-508-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-508-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5087",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5088-3p",22,22,25,36,93,122,93,35,48,42,20,11
"hsa-miR-5088-5p",78,68,92,88,162,293,224,138,281,331,76,74
"hsa-miR-5089-3p",0,0,1,0,0,0,0,1,0,0,0,0
"hsa-miR-5089-5p",1,1,0,0,1,1,4,1,0,1,0,0
"hsa-miR-509-3-5p",0,0,0,0,0,0,0,0,3,1,0,0
"hsa-miR-509-3p",1,3,12,2,2,5,4,4,19,69,25,15
"hsa-miR-509-5p",1,1,1,0,0,0,1,0,1,0,1,0
"hsa-miR-5090",1,0,3,3,0,2,0,2,3,3,3,1
"hsa-miR-5091",154,149,251,215,510,917,682,441,1104,1471,389,352
"hsa-miR-5092",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5093",0,0,0,3,1,0,1,0,0,0,0,0
"hsa-miR-5094",1,0,1,0,0,0,0,0,0,0,0,1
"hsa-miR-510-3p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-510-5p",0,0,0,0,0,1,0,0,0,0,1,0
"hsa-miR-5100",0,0,0,0,0,0,1,0,0,0,1,0
"hsa-miR-511-3p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-511-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-512-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-512-5p",1,3,4,0,11,16,7,6,1,0,2,0
"hsa-miR-513a-3p",0,0,1,0,0,1,0,0,1,2,0,0
"hsa-miR-513a-5p",0,0,0,0,0,1,0,0,0,1,0,0
"hsa-miR-513b-3p",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513b-5p",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513c-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513c-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-514a-3p",0,1,3,0,1,0,0,0,5,7,1,0
"hsa-miR-514a-5p",0,2,3,1,3,5,0,0,11,24,2,6
"hsa-miR-514b-3p",1,3,1,5,3,1,2,1,25,37,1,1
"hsa-miR-514b-5p",1,1,1,0,0,1,2,1,4,16,0,3
"hsa-miR-515-3p",0,0,0,0,1,0,1,0,0,0,0,0
"hsa-miR-515-5p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-516a-3p",4,3,9,6,8,19,17,12,9,4,4,0
"hsa-miR-516a-5p",31,26,27,35,182,152,99,64,167,193,43,54
"hsa-miR-516b-3p",23,23,34,27,76,107,70,40,98,106,30,17
"hsa-miR-516b-5p",57,57,86,81,88,166,99,64,284,298,82,54
"hsa-miR-517-5p",93,80,98,81,142,239,175,102,51,31,87,43
"hsa-miR-517a-3p",1,0,3,2,0,2,1,1,25,57,6,5
"hsa-miR-517b-3p",2,7,9,5,8,10,6,7,13,16,5,6
"hsa-miR-517c-3p",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-5186",0,0,0,2,0,0,0,0,2,0,1,2
"hsa-miR-5187-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5187-5p",3,5,6,2,0,3,3,5,48,48,11,8
"hsa-miR-5188",1,0,1,0,0,2,1,1,1,1,0,0
"hsa-miR-5189-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5189-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518a-3p",55,52,76,79,118,245,184,102,355,440,129,83
"hsa-miR-518a-5p",114,96,145,130,242,372,276,186,258,295,91,96
"hsa-miR-518b",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518c-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518c-5p",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-518d-3p",8,1,18,10,11,18,16,10,80,102,30,20
"hsa-miR-518d-5p",3,5,1,1,5,9,6,7,4,5,0,0
"hsa-miR-518e-3p",119,117,182,178,328,522,419,238,504,578,143,138
"hsa-miR-518e-5p",76,62,81,87,198,354,263,171,441,597,152,123
"hsa-miR-518f-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518f-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5190",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-5191",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-5192",0,0,0,0,0,0,0,0,3,0,0,0
"hsa-miR-5193",50,38,59,41,134,371,205,120,145,146,38,33
"hsa-miR-5194",18,34,30,34,40,108,39,45,92,81,32,16
"hsa-miR-5195-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5195-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5196-3p",143,105,207,120,295,550,312,181,971,1104,433,329
"hsa-miR-5196-5p",11,10,13,9,35,39,26,19,17,26,4,3
"hsa-miR-5197-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5197-5p",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519a-2-5p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-519a-3p",0,1,0,0,1,1,0,0,4,1,1,1
"hsa-miR-519a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519b-3p",0,0,0,0,0,0,1,0,2,0,0,0
"hsa-miR-519b-5p",0,0,0,0,0,0,1,0,1,0,0,0
"hsa-miR-519c-3p",0,1,0,0,0,0,0,0,0,1,0,0
"hsa-miR-519c-5p",0,0,0,0,0,2,0,0,0,1,0,0
"hsa-miR-519d-3p",0,1,0,0,0,1,0,0,4,4,0,0
"hsa-miR-519d-5p",0,0,0,0,0,1,0,0,1,2,0,0
"hsa-miR-519e-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519e-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520a-3p",1,0,1,0,0,3,2,3,4,3,0,3
"hsa-miR-520a-5p",1,0,0,4,1,4,1,1,3,5,0,1
"hsa-miR-520b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520b-5p",10,5,5,7,2,10,7,3,5,0,0,0
"hsa-miR-520c-3p",0,0,0,0,0,1,1,0,0,0,0,0
"hsa-miR-520c-5p",0,0,0,0,0,1,0,0,1,0,0,0
"hsa-miR-520d-3p",0,0,0,0,0,0,0,0,2,2,3,0
"hsa-miR-520d-5p",1,0,1,0,1,1,0,1,5,8,3,1
"hsa-miR-520e-3p",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520e-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520f-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520f-5p",0,0,0,0,1,1,0,0,1,0,1,0
"hsa-miR-520g-3p",1,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-520g-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520h",0,2,0,0,0,0,0,0,2,1,0,0
"hsa-miR-521",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-522-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-522-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-523-3p",33,38,62,48,138,152,104,51,114,149,31,33
"hsa-miR-523-5p",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-524-3p",73,57,142,109,47,233,127,86,748,1399,381,369
"hsa-miR-524-5p",0,0,0,1,2,1,0,2,7,6,1,1
"hsa-miR-525-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-525-5p",0,0,0,2,1,0,2,0,0,7,1,0
"hsa-miR-526a-3p",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-526a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-526b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-526b-5p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-527",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-532-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-532-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-539-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-539-5p",0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-541-3p",13,14,29,13,23,34,32,14,232,286,57,44
"hsa-miR-541-5p",53,49,69,42,125,231,149,76,575,612,214,136
"hsa-miR-542-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-542-5p",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-543",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-544a",89,86,134,109,109,222,123,85,907,1209,202,179
"hsa-miR-544b",0,0,0,0,0,0,0,0,0,4,0,0
"hsa-miR-545-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-545-5p",0,0,1,0,0,0,0,0,1,0,0,0
"hsa-miR-548a-3p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-548a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aa",3,4,22,8,28,22,23,21,105,149,18,22
"hsa-miR-548ab",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ac",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ad-3p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-548ad-5p",0,0,1,0,1,0,1,1,2,0,0,0
"hsa-miR-548ae-3p",0,0,1,2,0,1,1,0,2,1,2,0
"hsa-miR-548ae-5p",1,0,4,1,1,2,0,1,6,2,3,0
"hsa-miR-548ag",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ah-3p",60,78,80,82,80,212,91,89,242,154,96,46
"hsa-miR-548ah-5p",15,8,16,9,49,96,51,29,36,33,17,10
"hsa-miR-548ai",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-548aj-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-548aj-5p",0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-548ak",105,70,128,104,272,468,325,179,623,716,276,194
"hsa-miR-548al",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548am-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548am-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548an",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ao-3p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-548ao-5p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-548ap-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ap-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aq-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aq-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ar-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ar-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548as-3p",0,1,0,0,0,2,0,1,1,0,0,0
"hsa-miR-548as-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548at-3p",12,8,30,25,17,28,14,12,123,189,52,38
"hsa-miR-548at-5p",3,7,6,5,15,29,14,6,12,7,8,5
"hsa-miR-548au-3p",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548au-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548av-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548av-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548aw",0,0,0,0,1,0,0,0,2,0,1,0
"hsa-miR-548ax",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ay-3p",0,0,0,0,0,1,0,0,0,2,1,0
"hsa-miR-548ay-5p",1,0,0,2,0,0,1,0,11,8,6,0
"hsa-miR-548az-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548az-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548b-3p",0,0,0,0,0,0,1,0,2,0,0,0
"hsa-miR-548b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ba",81,52,80,73,229,473,277,173,216,235,81,62
"hsa-miR-548bb-3p",6,11,10,10,4,35,13,12,41,24,17,7
"hsa-miR-548bb-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548bc",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548c-3p",3,4,3,5,3,3,1,2,30,28,7,5
"hsa-miR-548c-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548d-3p",28,20,18,22,56,80,86,38,29,17,8,19
"hsa-miR-548d-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548e-3p",6,8,15,7,6,13,11,3,81,153,17,22
"hsa-miR-548e-5p",0,0,1,0,3,1,2,3,10,14,5,4
"hsa-miR-548f-3p",2,2,3,2,3,1,2,1,14,17,3,0
"hsa-miR-548f-5p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-548g-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548g-5p",1,1,0,0,1,1,0,1,10,14,4,2
"hsa-miR-548h-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548h-5p",0,0,0,0,0,0,2,0,3,0,0,0
"hsa-miR-548i",29,24,37,31,72,102,70,47,134,185,39,49
"hsa-miR-548j-3p",0,0,0,0,1,0,0,0,0,3,0,1
"hsa-miR-548j-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548k",15,21,47,25,28,48,27,22,182,237,51,30
"hsa-miR-548l",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-548m",0,0,0,0,1,0,2,0,0,0,0,2
"hsa-miR-548n",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548o-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548o-5p",16,11,23,17,34,45,34,23,66,96,29,16
"hsa-miR-548p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548q",9,8,20,12,14,24,15,12,126,180,35,25
"hsa-miR-548s",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-548t-3p",23,23,41,39,62,128,110,50,128,167,42,52
"hsa-miR-548t-5p",13,6,18,20,27,71,31,21,79,67,15,12
"hsa-miR-548u",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548v",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-548w",33,44,74,54,77,174,119,96,254,386,79,85
"hsa-miR-548x-3p",20,19,45,43,22,47,25,22,137,275,94,61
"hsa-miR-548x-5p",0,1,0,0,1,0,2,1,7,14,2,0
"hsa-miR-548y",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548z",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-549a-3p",0,0,0,0,0,1,0,0,0,1,0,0
"hsa-miR-549a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-550a-3-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-550a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-550a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-550b-2-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-550b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-551a",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-551b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-551b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-552-3p",0,0,0,0,1,1,0,0,0,0,0,0
"hsa-miR-552-5p",0,0,0,0,2,0,0,1,0,0,0,0
"hsa-miR-553",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-554",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-555",132,141,184,149,211,365,337,210,411,487,171,133
"hsa-miR-556-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-556-5p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-557",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5571-3p",3,4,7,8,29,28,16,5,9,5,2,5
"hsa-miR-5571-5p",60,45,90,73,125,234,139,86,204,272,83,65
"hsa-miR-5572",0,0,1,2,0,1,0,1,0,0,0,1
"hsa-miR-5579-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5579-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-558",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-5580-3p",0,0,0,0,0,1,0,0,1,4,1,0
"hsa-miR-5580-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5581-3p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-5581-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5582-3p",7,17,14,13,15,32,16,20,39,37,13,7
"hsa-miR-5582-5p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-5583-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5583-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5584-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5584-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5585-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5585-5p",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-5586-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5586-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5587-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5587-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5588-3p",9,7,7,10,34,53,29,13,14,9,7,7
"hsa-miR-5588-5p",33,21,28,26,92,163,116,64,161,168,69,53
"hsa-miR-5589-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5589-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-559",7,1,7,15,17,36,12,11,45,41,10,4
"hsa-miR-5590-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5590-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5591-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5591-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-561-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-561-5p",0,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-562",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-563",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-564",0,0,0,0,0,4,0,0,7,5,2,1
"hsa-miR-567",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-568",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-5680",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-5681a",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5681b",3,5,3,5,12,59,24,21,25,26,6,5
"hsa-miR-5682",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5683",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5684",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5685",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-5687",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5688",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5689",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-569",0,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-5690",0,2,1,0,0,0,0,2,1,9,4,0
"hsa-miR-5691",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5692a",1,1,2,2,0,0,3,0,18,9,3,2
"hsa-miR-5692b",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5692c",107,103,127,113,436,950,569,364,436,470,138,110
"hsa-miR-5693",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-5694",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5695",7,9,15,7,13,20,26,14,15,13,7,6
"hsa-miR-5696",0,0,0,1,0,0,0,1,1,0,0,0
"hsa-miR-5697",31,38,40,44,169,214,136,73,87,73,20,21
"hsa-miR-5698",25,25,29,22,101,133,74,35,62,92,14,20
"hsa-miR-5699-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5699-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-570-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-570-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-5700",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5701",0,1,0,0,0,0,1,0,0,0,3,0
"hsa-miR-5702",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5703",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5704",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5705",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5706",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-5707",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-5708",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-571",81,76,102,94,227,335,256,147,281,322,96,72
"hsa-miR-572",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-573",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5739",0,0,0,0,0,0,0,0,0,0,0,0
